case_id,calculated_state,sampled_speed_kmh,sampled_target_distance_m,sampled_mu,sampled_actuator_delay_s
ROB-01_SAFE_DRY,SAFE,19.1032171063973,25.5143779523882,0.776123582931475,0.246046329710235
ROB-01_SAFE_DRY,SAFE,20.0866634807361,25.001219255799,0.742434639821052,0.199985053819605
ROB-01_SAFE_DRY,SAFE,20.8534296935287,25.5675914478877,0.685341266589443,0.168441870208038
ROB-01_SAFE_DRY,SAFE,21.5587755131798,24.4526297084753,0.78882994579607,0.122650387878464
ROB-01_SAFE_DRY,SAFE,20.2234072450354,26.5602984446605,0.758280088339038,0.28944152808806
ROB-01_SAFE_DRY,SAFE,18.9377396887173,25.0470880934763,0.763345160644963,0.19803815262841
ROB-01_SAFE_DRY,SAFE,19.1096468270135,24.9758082724237,0.747685880908683,0.187689933730812
ROB-01_SAFE_DRY,SAFE,20.9785359123814,26.1662476020302,0.755073728400282,0.187222034616374
ROB-01_SAFE_DRY,SAFE,19.8467753024878,24.7329012973133,0.722919861955126,0.195349217004171
ROB-01_SAFE_DRY,SAFE,20.6145877515027,24.5666673638448,0.717626981264111,0.222956938308644
ROB-01_SAFE_DRY,SAFE,19.7595264062704,24.8056789728795,0.752049275074106,0.190641927120129
ROB-01_SAFE_DRY,SAFE,18.159210358873,25.6638913473374,0.78135636693565,0.255450645887178
ROB-01_SAFE_DRY,SAFE,21.0452204985309,24.3960700345292,0.762138097900906,0.149549489454138
ROB-01_SAFE_DRY,SAFE,20.812091453182,25.9665710624559,0.745930186935222,0.262069784202166
ROB-01_SAFE_DRY,SAFE,18.8218604987157,24.842448644981,0.791710279533222,0.198441519101703
ROB-01_SAFE_DRY,SAFE,18.6359756172853,24.638069909729,0.716086807010708,0.124460116596988
ROB-01_SAFE_DRY,SAFE,19.8096697855112,24.8773386631738,0.784807613292729,0.201421090867681
ROB-01_SAFE_DRY,SAFE,19.8302521685481,25.6407297859366,0.783738589565292,0.227233239420025
ROB-01_SAFE_DRY,SAFE,20.9428195651022,24.0900637500881,0.730946216372266,0.198167682840891
ROB-01_SAFE_DRY,SAFE,20.8117294018925,25.7445328278436,0.772850701840251,0.147325809174752
ROB-01_SAFE_DRY,SAFE,19.5726887597773,25.7014421382319,0.765961791205232,0.210023612848105
ROB-01_SAFE_DRY,SAFE,21.31353050557,25.6106039936614,0.741360654991269,0.191941030122454
ROB-01_SAFE_DRY,SAFE,19.0868342139152,25.1367742872787,0.794549595653708,0.234300209576237
ROB-01_SAFE_DRY,SAFE,18.3721035952709,24.3202483046086,0.686614469139538,0.164292312724218
ROB-01_SAFE_DRY,SAFE,20.2097791664545,24.7975556212713,0.793266811955552,0.16109558393394
ROB-01_SAFE_DRY,SAFE,20.1060708364233,25.7020993322966,0.729672068368228,0.15809226629406
ROB-01_SAFE_DRY,SAFE,22.5014785356544,26.0811233130056,0.738075708542661,0.251464602430121
ROB-01_SAFE_DRY,SAFE,21.1660532286118,24.53838326652,0.817993317287942,0.205036471586906
ROB-01_SAFE_DRY,SAFE,18.7071391631324,23.9725779440093,0.78916067591337,0.11902508531844
ROB-01_SAFE_DRY,SAFE,18.2378010537956,24.5117903257069,0.640338060395494,0.140135971954557
ROB-01_SAFE_DRY,SAFE,20.061250709864,25.2243730102955,0.719741251778841,0.194939079485861
ROB-01_SAFE_DRY,SAFE,20.2150458146294,25.3502661365195,0.723590898822746,0.233496729479115
ROB-01_SAFE_DRY,SAFE,20.9288484722885,24.9514036965185,0.787498735125646,0.208582884250718
ROB-01_SAFE_DRY,SAFE,21.9145848785801,23.3203532675675,0.721169418366265,0.155854298111627
ROB-01_SAFE_DRY,SAFE,21.5630375629222,24.2765135295626,0.681166040963039,0.189284952403797
ROB-01_SAFE_DRY,SAFE,19.6869494992477,24.2434458790942,0.755079972482209,0.177229515847231
ROB-01_SAFE_DRY,SAFE,20.8983544065596,24.1504226321896,0.734237778213534,0.171840463521105
ROB-01_SAFE_DRY,SAFE,18.1508407807708,25.6351561696133,0.682870675031325,0.191286301800297
ROB-01_SAFE_DRY,SAFE,18.8048722387999,24.9212203554411,0.750321401206243,0.220322296816075
ROB-01_SAFE_DRY,SAFE,19.9494229515507,25.2300334331655,0.695206221428791,0.221174592282382
ROB-01_SAFE_DRY,SAFE,19.3820351762931,25.6194285431493,0.753581767880867,0.175069828102303
ROB-01_SAFE_DRY,SAFE,20.5017986146923,25.7788183024144,0.762972832469036,0.167493275683026
ROB-01_SAFE_DRY,SAFE,20.9960974259507,25.9383022439896,0.770269519125046,0.145370226770763
ROB-01_SAFE_DRY,SAFE,19.7163339144434,24.6787650878136,0.702511368451356,0.242647891524326
ROB-01_SAFE_DRY,SAFE,19.861314986632,24.9722071620178,0.780103624585392,0.26859953007677
ROB-01_SAFE_DRY,SAFE,20.4824494019812,24.405874492793,0.703153884878639,0.231344111713691
ROB-01_SAFE_DRY,SAFE,20.243456085349,24.615146409085,0.767108794545387,0.135876644030049
ROB-01_SAFE_DRY,SAFE,20.9162711036898,24.7781503640251,0.769789618514163,0.142817798226505
ROB-01_SAFE_DRY,SAFE,20.3377245626786,24.6758988484211,0.753449045645719,0.196010944036204
ROB-01_SAFE_DRY,SAFE,21.2846420312615,23.7024631051416,0.722615754660655,0.176500734351143
ROB-01_SAFE_DRY,SAFE,20.8596466465332,25.1563498643907,0.765358384545849,0.185807232451827
ROB-01_SAFE_DRY,SAFE,21.9130160376074,23.2546667071625,0.767426718881393,0.186707359509856
ROB-01_SAFE_DRY,SAFE,19.522203718872,25.9334274356396,0.809214401992651,0.216370216560596
ROB-01_SAFE_DRY,SAFE,19.6710693966113,23.8460537811909,0.816569553801136,0.180825599415013
ROB-01_SAFE_DRY,SAFE,18.8324454823036,24.6840389037952,0.678806665773565,0.250506267345351
ROB-01_SAFE_DRY,SAFE,18.9865858927104,26.8551588976191,0.681949950136775,0.267358896994977
ROB-01_SAFE_DRY,SAFE,19.4627999831444,25.3907387885124,0.712838087702733,0.16383975026816
ROB-01_SAFE_DRY,SAFE,18.3970977489945,23.2470767936858,0.713936558375115,0.223706523485408
ROB-01_SAFE_DRY,SAFE,18.5354832364054,25.0367603183089,0.719100222776564,0.253650319036956
ROB-01_SAFE_DRY,SAFE,20.9407228469593,24.9131739525829,0.729443429122262,0.205527092692904
ROB-01_SAFE_DRY,SAFE,22.3722105959036,25.760633450734,0.730687201247353,0.254455392665465
ROB-01_SAFE_DRY,SAFE,20.5776612826116,26.0661572168105,0.722514744667718,0.17602111503113
ROB-01_SAFE_DRY,SAFE,19.9645371817666,25.0111781723856,0.721316227222033,0.214724910047319
ROB-01_SAFE_DRY,SAFE,19.8447885951515,25.5623766967629,0.747367712562101,0.158115774423394
ROB-01_SAFE_DRY,SAFE,19.0841403529971,26.2313323120755,0.806807957069461,0.201886789387438
ROB-01_SAFE_DRY,SAFE,17.649786739512,25.8902456240332,0.793042233542766,0.128992997349919
ROB-01_SAFE_DRY,SAFE,20.7289621924316,24.2470722588987,0.809350499455407,0.199395207261152
ROB-01_SAFE_DRY,SAFE,20.634879735641,25.6694890075297,0.819093235910982,0.267078670792026
ROB-01_SAFE_DRY,SAFE,18.4254096541461,25.1661630826615,0.778519410308964,0.105218409635124
ROB-01_SAFE_DRY,SAFE,20.0296879424239,25.7638752948683,0.730187510478477,0.276100485308787
ROB-01_SAFE_DRY,SAFE,19.2618757411161,25.7662715409421,0.691504171475638,0.223038953409981
ROB-01_SAFE_DRY,SAFE,21.4210982334602,24.5776733625434,0.710647524493372,0.209390036011329
ROB-01_SAFE_DRY,SAFE,19.7276580722339,24.5087519896457,0.737834302047649,0.159576728509592
ROB-01_SAFE_DRY,SAFE,19.8987747545977,23.6853078728889,0.796694184654688,0.192651160363825
ROB-01_SAFE_DRY,SAFE,20.412880697753,25.2454134572907,0.748493871666615,0.263425492875199
ROB-01_SAFE_DRY,SAFE,19.0754403841593,25.8704088567284,0.712996830656682,0.330130785347379
ROB-01_SAFE_DRY,SAFE,20.0041449799647,25.6383265487138,0.771277859199848,0.170981726789184
ROB-01_SAFE_DRY,SAFE,21.0702937340255,25.1305168245595,0.763828960622173,0.229061413959362
ROB-01_SAFE_DRY,SAFE,19.98485897122,24.2614198952787,0.817520382100642,0.179075007620838
ROB-01_SAFE_DRY,SAFE,21.0640959547026,25.8308640279337,0.730252662664839,0.215899379279199
ROB-01_SAFE_DRY,SAFE,21.1069326230723,26.6730555442981,0.714870348060131,0.138630641453653
ROB-01_SAFE_DRY,SAFE,19.9404259468408,25.3376777097222,0.710675601977467,0.215934650481555
ROB-01_SAFE_DRY,SAFE,21.9043275995757,27.0678537271775,0.785496652284767,0.230017156743465
ROB-01_SAFE_DRY,SAFE,18.2673788970008,25.8114621426213,0.728843096587225,0.195206239090537
ROB-01_SAFE_DRY,SAFE,20.9495731480828,25.3207971701643,0.736772613112633,0.267490231059816
ROB-01_SAFE_DRY,SAFE,20.6921150817932,24.3264193750217,0.727100590736274,0.165208153458437
ROB-01_SAFE_DRY,SAFE,20.2226908544944,24.5425357877886,0.768484295013938,0.230366369224327
ROB-01_SAFE_DRY,SAFE,18.7803158498802,23.7589422568423,0.764724012028043,0.175201723663796
ROB-01_SAFE_DRY,SAFE,19.3072915335315,24.418966595368,0.827599122110788,0.229382892347296
